College_Name,Zone ,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
National Institute of Agricultural Extension Management ,Southern ,Telangana,Agriculture,"5,000",0,8.6,8.8,7.8,8.9,8.4,9,8.7
"Indian Institute of Oilseeds Research, Hyderabad ",Southern ,Telangana,Agriculture,0,0,8.2,0,0,8.7,0,7.9,7.9
Indian Institute of Rice Research ,Southern ,Telangana,Agriculture,"6,000",0,8.7,9,9,8.7,9,8,8.2
"Loyola Academy Degree and PG College, Secunderabad ",Southern ,Telangana,Agriculture,"30,000",0,8.1,8.5,7.2,8.4,8.5,7.7,8.4
Shri Shakti College of Hotel Management ,Southern ,Telangana,Agriculture,0,0,7.8,8,8,8,7,8,7.7
Osmania University College for Women ,Southern ,Telangana,Agriculture,0,0,8.2,8,8.4,8.7,8.5,6.5,9
Pioneer Institute of Hotel Management ,Southern ,Telangana,Agriculture,"75,000",0,8.1,8.3,7.3,8.7,7.7,8,8.3
Regency College of Hotel Management and Catering ,Southern ,Telangana,Agriculture,"78,000",0,8.1,7.6,8,0,0,0,0
"SR University, Warangal ",Southern ,Telangana,Agriculture,"2,01,000",0,7.8,8.1,7.2,8.3,7.9,7.7,7.8
Integrated Institute of Education Technology ,Southern ,Telangana,Agriculture,0,0,0,0,0,0,0,0,0
"Gesto Culinary & Hospitality Academy, Secunderabad ",Southern ,Telangana,Agriculture,"40,000",0,9.1,9.3,8.3,0,0,0,0
"R.K. Degree & PG College, Kamareddy ",Southern ,Telangana,Agriculture,"21,100",0,7.8,8.8,6.2,8.3,8.6,7.7,7.4
Professor Jayashankar Telangana State Agricultural University ,Southern ,Telangana,Agriculture,"46,370","45,170",7.8,8.3,7.1,8.5,7.8,7.3,7.9
P. V. Narsimha Rao Telangana Veterinary University ,Southern ,Telangana,Agriculture,0,0,9.1,9.3,8.5,9.6,8.8,8.7,9.4
John Bauer College of Hotel Management and ,Southern ,Telangana,Agriculture,"50,000",0,0,0,0,0,0,0,0
"Trinity College of Hotel Management, Hyderabad ",Southern ,Telangana,Agriculture,0,0,8.8,8,9,8,9,9,0
Sri Konda Laxman Telangana State Horticultural University ,Southern ,Telangana,Agriculture,"14,480",0,7.9,8,8.3,8,7.5,7.5,8.3
"Sarada College of Hotel Management-[SCHM], Hyderabad ",Southern ,Telangana,Agriculture,0,0,7.8,7.7,8,7.7,7.7,8,7.7
"Westin College of Hotel Management, Hyderabad ",Southern ,Telangana,Agriculture,0,0,8.9,9.3,8.9,8.9,8.7,8.8,8.9
Global Institute of Hotel Management ,Southern ,Telangana,Agriculture,"55,000",0,9.2,9.5,9,9.5,9,9,9
Malla Reddy University ,Southern ,Telangana,Agriculture,"1,20,000",0,0,0,0,0,0,0,0
Osmania Medical College ,Southern ,Telangana,Medical,"26,600","28,100",8.4,8.6,7.6,8.6,7.8,9.1,8.5
"Gandhi Medical College, Secunderabad ",Southern ,Telangana,Medical,0,0,7.3,7.9,7.6,7.7,7,6.9,6.7
University of Hyderabad ,Southern ,Telangana,Medical,"1,03,365",0,8.4,8.7,7.6,8.5,9,7.5,8.8
"SVS Medical College, Mahabub Nagar ",Southern ,Telangana,Medical,"3,19,725","3,19,725",8.1,8.2,8,8.7,7.6,8.1,7.8
"Dr VRK Women's Medical College, Hyderabad ",Southern ,Telangana,Medical,"60,000",0,7.7,8,7,8,8,7,8
Bhaskar Medical College ,Southern ,Telangana,Medical,"11,55,000",0,7.9,8.1,7.1,8.3,7.9,7.8,7.9
Osmania University College for Women ,Southern ,Telangana,Medical,0,0,8.2,8,8.4,8.7,8.5,6.5,9
Osmania University ,Southern ,Telangana,Medical,0,0,7.9,8.3,7.5,8,8,7.7,7.9
Kohinoor Technical Institute ,Southern ,Telangana,Medical,0,0,6.7,7,0,0,6,7,0
Indian Institute of Public Health ,Southern ,Telangana,Medical,"2,25,000","2,00,000",6.7,5.8,5.6,7.4,6.7,7.7,7
Dr CC Mattei Electro Homoeopathic Alternative Medical ,Southern ,Telangana,Medical,0,0,0,0,0,0,0,0,0
"Sri Sai College of Dental Surgery, Hyderabad ",Southern ,Telangana,Medical,0,0,8,8.3,7.8,8,8,7.8,8
"Apollo Physiotherapy College, Hyderabad ",Southern ,Telangana,Medical,0,0,8.6,0,0,0,0,0,0
Chalmeda Anand Rao Institute of Medical Sciences ,Southern ,Telangana,Medical,"50,00,000","72,00,000",6.8,7.8,6.5,7,7,6.6,5.8
"Deccan College of Medical Sciences, Hyderabad ",Southern ,Telangana,Medical,0,0,7.7,7.5,7,8.1,7.8,7.9,7.7
"Kamineni Institute of Medical Sciences, Nalgonda ",Southern ,Telangana,Medical,"1,33,200","3,45,000",7.7,8.5,7.3,8.2,8,6.8,7.1
LV Prasad Eye Institute ,Southern ,Telangana,Medical,0,0,8.3,8.2,7.8,8.7,8.4,8.8,7.9
"Mamata Medical College, Khammam ",Southern ,Telangana,Medical,"95,000",0,7.8,7.8,7.1,8.2,8.1,7.8,7.8
Mediciti Institute of Medical Sciences ,Southern ,Telangana,Medical,0,0,7.1,7.8,6,7.3,7,7.5,7.2
"Mamata Nursing College, Khammam ",Southern ,Telangana,Medical,"95,000",0,6.3,7.5,6.5,7,6,5,5.5
Nizam's Institute of Medical Sciences ,Southern ,Telangana,Medical,"19,000","1,66,000",8.5,9.2,8.2,8.6,8.4,8.1,8.3
Kakatiya Medical College ,Southern ,Telangana,Medical,"10,250",0,7.7,7.6,7,7.9,7.1,7.9,8.7
Shadan Institute of Medical Sciences ,Southern ,Telangana,Medical,"60,000",0,7.9,8.1,7.4,8.4,7.8,7.6,7.8
Apollo Institute of Medical Science & Research ,Southern ,Telangana,Medical,"60,000",0,6.7,7.2,6.3,8.4,8,5.5,5
"ESIC Medical College, Hyderabad ",Southern ,Telangana,Medical,"4,50,000",0,8.2,8.7,8.2,8.3,8.4,8.3,7.5
"Malla Reddy Institute of Medical Sciences-[MRIMS], Hyderabad ",Southern ,Telangana,Medical,0,0,8.7,9,8.1,9.1,8.7,8.6,8.7
Sri Raja Rajeshwara Government Arts & Science ,Southern ,Telangana,Medical,0,0,0,0,0,0,0,0,0
"Kaloji Narayana Rao University of Health Sciences, ",Southern ,Telangana,Medical,"24,20,000","2,25,000",8.3,8.8,8,8.4,8.7,8,8.1
"Government Medical College, Mahabub Nagar ",Southern ,Telangana,Medical,"36,560",0,0,0,0,0,0,0,0
Malla Reddy University ,Southern ,Telangana,Medical,"1,00,000",0,0,0,0,0,0,0,0
National Institute of Pharmaceutical Education and Research ,Southern ,Telangana,Pharmacy,"1,12,500",0,8.4,8.6,8,8.7,8,8.4,8.4
"Sultan Ul Uloom College of Pharmacy, Hyderabad ",Southern ,Telangana,Pharmacy,"1,10,000","1,15,000",6.9,7,6.7,6.5,7,7,7.3
Jawaharlal Nehru Technological University ,Southern ,Telangana,Pharmacy,"20,000",0,8,8.3,7.7,7.8,8.3,7.6,8.3
Narsee Monjee Institute of Management Studies ,Southern ,Telangana,Pharmacy,"2,02,000",0,8.8,8.9,8.4,9.2,8.9,8.5,8.9
Deccan School of Pharmacy ,Southern ,Telangana,Pharmacy,"54,000","75,000",8.1,9,7.7,8,7.7,8.3,8
Osmania University ,Southern ,Telangana,Pharmacy,0,0,7.9,8.3,7.5,8,8,7.7,7.9
Kakatiya University ,Southern ,Telangana,Pharmacy,"14,300","19,770",7.2,7.4,6.8,7.6,7.2,6.8,7.4
"Shadan Women's College of Pharmacy, Hyderabad ",Southern ,Telangana,Pharmacy,"32,000","98,500",4.8,5.3,5.3,5.7,5,3,4.7
"St. Peter's Institute of Pharmaceutical Sciences -[SPIPS], ",Southern ,Telangana,Pharmacy,"52,000","1,10,000",9.3,0,0,0,0,0,0
"Sri Venkateshwara College of Pharmacy, Hyderabad ",Southern ,Telangana,Pharmacy,"55,000","93,000",6.8,7.2,5,8.2,7.4,6.5,6.5
"Anurag University, Hyderabad ",Southern ,Telangana,Pharmacy,"85,500","1,19,500",8.3,8.5,7.5,8.2,8.9,8,8.4
Birla Institute of Technology and Science ,Southern ,Telangana,Pharmacy,"4,23,475","4,69,475",9,9,8.4,8.8,9.4,9.1,9.4
"Scient Institute of Technology, Ibrahimpatnam, Hyderabad ",Southern ,Telangana,Pharmacy,"61,500","1,17,500",7.5,7.9,6.6,7.3,8.1,7,8
Guru Nanak Institutions Technical Campus ,Southern ,Telangana,Pharmacy,"91,500","1,20,500",7.8,7.9,7.8,7.8,8.1,7.6,7.8
"CMR Group of Institutions, Hyderabad ",Southern ,Telangana,Pharmacy,"1,00,000","1,10,000",7.4,7.8,7.5,7.4,7.1,7.1,7.7
"St. Mary’s Group of Institutions, Hyderabad ",Southern ,Telangana,Pharmacy,"1,000","2,500",7.2,7.4,6.5,7.3,7.8,6.5,7.6
Sana Engineering College ,Southern ,Telangana,Pharmacy,"1,20,000",0,6.5,7,6.5,7.3,7.5,4.8,6.1
Nalla Narasimha Reddy Education Society's Group of ,Southern ,Telangana,Pharmacy,"80,500","1,15,500",7.7,7.7,7.2,8,8.2,6.7,8.2
Brilliant Grammar School Educational Society's Group of ,Southern ,Telangana,Pharmacy,0,0,7.3,7.5,6.5,8,8,5,9
"Aurora Group of Institutions, Hyderabad ",Southern ,Telangana,Pharmacy,"35,000",0,6.9,6.9,6.4,8,6.6,6.3,6.9
"Avanthi Educational Society, Hyderabad ",Southern ,Telangana,Pharmacy,"47,000","1,10,000",0,0,0,0,0,0,0
Institute of Science and Technology ,Southern ,Telangana,Pharmacy,"96,000",0,7.7,9,7.5,8,8.5,7.5,5.8
"University College of Technology, Osmania University, Hyderabad ",Southern ,Telangana,Pharmacy,"1,00,405",0,7.5,8.1,8.3,7,7.7,6.1,7.5
"SVS Group of Institutions, Warangal ",Southern ,Telangana,Pharmacy,"45,500","1,17,500",7.2,7.4,6.6,7.4,7.5,6.4,7.6
Hasvita Group of Institutions ,Southern ,Telangana,Pharmacy,0,0,8.3,9,7.5,8.5,8.5,8,8
Vivekananda Group of Institutions ,Southern ,Telangana,Pharmacy,0,0,8.8,8.4,8.9,8.7,8.8,9,9
"Arvindaksha Educational Society’s Group of Institutions, Suryapet ",Southern ,Telangana,Pharmacy,0,0,0,0,0,0,0,0,0
Madhira Institute of Technology & Science ,Southern ,Telangana,Pharmacy,"70,000",0,6.6,6,6.2,6.6,6.8,6.8,7.1
"Mohammadiya Educational Society, Khammam ",Southern ,Telangana,Pharmacy,"35,000","1,10,000",0,0,0,0,0,0,0
NALSAR University of Law ,Southern ,Telangana,Law,"7,20,000","20,500",8.5,8.7,8,9,8.5,8.4,8.4
"ICFAI Law School, Hyderabad ",Southern ,Telangana,Law,"1,30,000","12,000",8.4,8.5,8,8.7,8.5,8.1,8.4
ICFAI Foundation for Higher Education ,Southern ,Telangana,Law,"2,60,000","1,30,000",8.2,8.3,7.5,8.1,8.6,7.8,8.9
"University college of Law, Osmania University, Hyderabad ",Southern ,Telangana,Law,"2,900","3,000",7.8,8,8,9,7,7,8
"Sultan-Ul-Uloom College of Law, Hyderabad ",Southern ,Telangana,Law,"30,600","35,100",8.3,9,6,9,8,8.7,9
Narsee Monjee Institute of Management Studies ,Southern ,Telangana,Law,"1,02,000",0,8.8,8.9,8.4,9.2,8.9,8.5,8.9
Osmania University ,Southern ,Telangana,Law,"9,890","2,900",7.9,8.3,7.5,8,8,7.7,7.9
Kakatiya University ,Southern ,Telangana,Law,"4,800","15,220",7.2,7.4,6.8,7.6,7.2,6.8,7.4
"Padala Rami Reddy Law College, Hyderabad ",Southern ,Telangana,Law,0,0,6.7,8.3,2.7,9,7.2,5.7,7.1
Dr. B.R. Ambedkar Open University ,Southern ,Telangana,Law,"2,500",0,6.7,7.3,5.6,7.8,7.2,5.5,6.8
"Adarsha Law College, Warangal ",Southern ,Telangana,Law,0,0,9.5,9.5,9,0,0,0,0
"Manair College of Law, Khammam ",Southern ,Telangana,Law,"40,520",0,0,0,0,0,0,0,0
Symbiosis International University ,Southern ,Telangana,Law,"2,80,000",0,8.9,9,8.7,9,8.9,9,8.8
"Mahindra University, Hyderabad ",Southern ,Telangana,Law,"70,000",0,8.8,9.1,8.6,9,9.1,7.8,8.9
Indian School of Business Management and Administration ,Southern ,Telangana,Law,"14,900",0,6.9,7.1,6.8,6.8,7.1,6.8,6.7
"Aurora Group of Institutions, Hyderabad ",Southern ,Telangana,Law,0,0,6.9,6.9,6.4,8,6.6,6.3,6.9
"College of Law for Women, Hyderabad ",Southern ,Telangana,Law,0,0,0,0,0,0,0,0,0
Mahatma Gandhi Law College ,Southern ,Telangana,Law,"70,000","1,40,000",9.5,9.8,0,0,0,0,0
"Pendekanti Law College, Hyderabad ",Southern ,Telangana,Law,"80,000","52,000",7.7,8.5,6.5,8.2,7.8,7.2,7.9
Satavahana University ,Southern ,Telangana,Law,"10,000",0,8,8.2,7.3,7.9,8.2,8.3,7.9
"Telangana University, Nizamabad ",Southern ,Telangana,Law,"25,340","13,270",7.5,8,7.1,7.5,7.7,7.2,7.3
"Kakatiya University, School Of Distance Learning And ",Southern ,Telangana,Law,"20,000",0,8,8.5,7.8,7.9,8.5,7.6,7.8
Symbiosis Law School Hyderabad ,Southern ,Telangana,Law,"3,10,000","1,50,000",8.3,8.3,8.4,8,8.4,7.9,8.5
"K.V. Ranga Reddy Law College, Hyderabad ",Southern ,Telangana,Law,0,0,0,0,0,0,0,0,0
NMIMS School of Law ,Southern ,Telangana,Law,"1,02,000",0,0,0,0,0,0,0,0
National Institute of Technology ,North-Eastern,Tripura,Engineering,"1,50,100","89,800",8,8.1,7.7,7.3,8.7,7.8,8.2
"ICFAI University, West Tripura ",North-Eastern,Tripura,Engineering,"1,30,000","1,11,000",8,8.1,7.6,8.1,8.3,7.6,8.5
Indian Institute of Information Technology ,North-Eastern,Tripura,Engineering,"2,06,200",0,8.4,8.9,7.6,8.9,8.4,8.1,8.6
"Tripura Institute of Technology, Agartala ",North-Eastern,Tripura,Engineering,"12,180","6,751",7.6,7.8,6.5,8.2,8.3,6.8,8.1
Techno College of Engineering Agartala ,North-Eastern,Tripura,Engineering,"98,000",0,8,7.6,7.4,7.6,9.2,7.8,8.4
"Tripura University, West Tripura ",North-Eastern,Tripura,Engineering,"55,300","5,200",7.5,8,7.1,8.4,7.6,6,8
"TTAADC Polytechnic Institute, West Tripura ",North-Eastern,Tripura,Engineering,"6,750",0,0,0,0,0,0,0,0
"ICFAI University, West Tripura ",North-Eastern,Tripura,Management,"1,50,000","84,000",8,8.1,7.6,8.1,8.3,7.6,8.5
National Institute of Technology ,North-Eastern,Tripura,Management,"69,800","28,800",8,8.1,7.7,7.3,8.7,7.8,8.2
Bhavan's Tripura College of Science and Technology ,North-Eastern,Tripura,Management,"27,000",0,4.3,4,4,5,5,4,4
"Holy Cross College, Agartala ",North-Eastern,Tripura,Management,"58,600",0,7.3,8.1,7.9,8.1,6.9,5.3,7.4
"Tripura University, West Tripura ",North-Eastern,Tripura,Management,"59,300","59,300",7.5,8,7.1,8.4,7.6,6,8
"ICFAI University, Directorate of Distance Education, Agartala ",North-Eastern,Tripura,Management,"14,000","18,500",7.9,8.3,7.5,8,7.5,8.5,7.8
National Institute of Technology ,North-Eastern,Tripura,Science,"31,800","23,100",8,8.1,7.7,7.3,8.7,7.8,8.2
"ICFAI University, West Tripura ",North-Eastern,Tripura,Science,"1,00,000","84,000",8,8.1,7.6,8.1,8.3,7.6,8.5
Bhavan's Tripura College of Science and Technology ,North-Eastern,Tripura,Science,"17,000","55,000",4.3,4,4,5,5,4,4
Bir Bikram Memorial College ,North-Eastern,Tripura,Science,0,0,7.8,8.5,7.5,8,7.5,7,8
Dasarath Deb Memorial College ,North-Eastern,Tripura,Science,0,0,5.8,8,4,7,6,3,7
"Holy Cross College, Agartala ",North-Eastern,Tripura,Science,"57,400",0,7.3,8.1,7.9,8.1,6.9,5.3,7.4
"Netaji Subhash Mahavidyalaya, Udaipur ",North-Eastern,Tripura,Science,0,0,0,0,0,0,0,0,0
"Ramthakur College, West Tripura ",North-Eastern,Tripura,Science,0,0,7.1,8.4,4.6,8.4,7.8,7,6.6
"Womens College, Agartala ",North-Eastern,Tripura,Science,0,0,7.5,0,0,0,0,0,0
"Government Degree College, North Tripura ",North-Eastern,Tripura,Science,702,0,7.8,0,0,0,0,0,0
"Tripura University, West Tripura ",North-Eastern,Tripura,Science,"49,500","9,800",7.5,8,7.1,8.4,7.6,6,8
"Maharaja Bir Bikram College, Agartala ",North-Eastern,Tripura,Science,"4,000",0,6.6,6.9,4,7.7,7.3,6.2,7.2
"Government Degree College, Dhalai ",North-Eastern,Tripura,Science,320,0,0,0,0,0,0,0,0
Kabi Nazrul Mahavidyalaya ,North-Eastern,Tripura,Science,0,0,0,0,0,0,0,0,0
"Adwaita Malla Barman Smriti Mahavidyalaya (AMBS), Amarpur ",North-Eastern,Tripura,Science,968,0,0,0,0,0,0,0,0
"Maharaja Bir Bikram University, Agartala ",North-Eastern,Tripura,Science,0,0,0,0,0,0,0,0,0
"ICFAI University, West Tripura ",North-Eastern,Tripura,Commerce,"80,000","82,000",8,8.1,7.6,8.1,8.3,7.6,8.5
Bir Bikram Memorial College ,North-Eastern,Tripura,Commerce,0,0,7.8,8.5,7.5,8,7.5,7,8
Dasarath Deb Memorial College ,North-Eastern,Tripura,Commerce,0,0,5.8,8,4,7,6,3,7
"Holy Cross College, Agartala ",North-Eastern,Tripura,Commerce,"50,200",0,7.3,8.1,7.9,8.1,6.9,5.3,7.4
"Netaji Subhash Mahavidyalaya, Udaipur ",North-Eastern,Tripura,Commerce,0,0,0,0,0,0,0,0,0
"Ramthakur College, West Tripura ",North-Eastern,Tripura,Commerce,0,0,7.1,8.4,4.6,8.4,7.8,7,6.6
"Government Degree College, North Tripura ",North-Eastern,Tripura,Commerce,362,0,7.8,0,0,0,0,0,0
"Tripura University, West Tripura ",North-Eastern,Tripura,Commerce,"8,800","10,500",7.5,8,7.1,8.4,7.6,6,8
"Maharaja Bir Bikram College, Agartala ",North-Eastern,Tripura,Commerce,"3,000",0,6.6,6.9,4,7.7,7.3,6.2,7.2
National Institute of Technology ,North-Eastern,Tripura,Arts,"28,800",0,8,8.1,7.7,7.3,8.7,7.8,8.2
"ICFAI University, West Tripura ",North-Eastern,Tripura,Arts,"72,000","1,11,000",8,8.1,7.6,8.1,8.3,7.6,8.5
Bir Bikram Memorial College ,North-Eastern,Tripura,Arts,0,0,7.8,8.5,7.5,8,7.5,7,8
Dasarath Deb Memorial College ,North-Eastern,Tripura,Arts,0,0,5.8,8,4,7,6,3,7
"Holy Cross College, Agartala ",North-Eastern,Tripura,Arts,"46,600",0,7.3,8.1,7.9,8.1,6.9,5.3,7.4
"Netaji Subhash Mahavidyalaya, Udaipur ",North-Eastern,Tripura,Arts,0,0,0,0,0,0,0,0,0
"Ramthakur College, West Tripura ",North-Eastern,Tripura,Arts,"7,500",0,7.1,8.4,4.6,8.4,7.8,7,6.6
"Womens College, Agartala ",North-Eastern,Tripura,Arts,0,0,7.5,0,0,0,0,0,0
"Government Degree College, North Tripura ",North-Eastern,Tripura,Arts,360,0,7.8,0,0,0,0,0,0
"Tripura University, West Tripura ",North-Eastern,Tripura,Arts,"17,300","17,300",7.5,8,7.1,8.4,7.6,6,8
"Maharaja Bir Bikram College, Agartala ",North-Eastern,Tripura,Arts,"2,500",0,6.6,6.9,4,7.7,7.3,6.2,7.2
"Directorate of Distance Education, Tripura University, West Tripura ",North-Eastern,Tripura,Arts,0,0,0,0,0,0,0,0,0
"Government Degree College, Dhalai ",North-Eastern,Tripura,Arts,320,0,0,0,0,0,0,0,0
Kabi Nazrul Mahavidyalaya ,North-Eastern,Tripura,Arts,0,0,0,0,0,0,0,0,0
"Adwaita Malla Barman Smriti Mahavidyalaya (AMBS), Amarpur ",North-Eastern,Tripura,Arts,968,0,0,0,0,0,0,0,0
"Maharaja Bir Bikram University, Agartala ",North-Eastern,Tripura,Arts,0,0,0,0,0,0,0,0,0
"Tripura Institute of Technology, Agartala ",North-Eastern,Tripura,Agriculture,"6,751",0,7.6,7.8,6.5,8.2,8.3,6.8,8.1
"ICFAI University, West Tripura ",North-Eastern,Tripura,Medical,"1,00,000","1,11,000",8,8.1,7.6,8.1,8.3,7.6,8.5
Bhavan's Tripura College of Science and Technology ,North-Eastern,Tripura,Medical,0,0,4.3,4,4,5,5,4,4
"Netaji Subhash Mahavidyalaya, Udaipur ",North-Eastern,Tripura,Medical,0,0,0,0,0,0,0,0,0
"Womens College, Agartala ",North-Eastern,Tripura,Medical,0,0,7.5,0,0,0,0,0,0
"Agartala Government Medical College, Agartala ",North-Eastern,Tripura,Medical,"95,000","1,85,000",7.7,8.1,6.6,7.9,7.5,8.4,7.6
"Tripura Medical College, West Tripura ",North-Eastern,Tripura,Medical,"11,40,920","10,13,110",7.4,7.8,5.8,7.7,7.2,9.3,6.8
"Government Degree College, North Tripura ",North-Eastern,Tripura,Medical,0,0,7.8,0,0,0,0,0,0
"Tripura University, West Tripura ",North-Eastern,Tripura,Medical,"2,700",0,7.5,8,7.1,8.4,7.6,6,8
"Tripura University, West Tripura ",North-Eastern,Tripura,Pharmacy,"51,300",0,7.5,8,7.1,8.4,7.6,6,8
"ICFAI University, West Tripura ",North-Eastern,Tripura,Law,"84,000","90,000",8,8.1,7.6,8.1,8.3,7.6,8.5
"Tripura University, West Tripura ",North-Eastern,Tripura,Law,"39,900",0,7.5,8,7.1,8.4,7.6,6,8
Indian Institute of Technology ,Central,Uttar pradesh,Engineering,"2,15,600","2,14,050",8.9,9.1,8.4,8.7,9.3,8.9,9.1
Indian Institute of Technology ,Central,Uttar pradesh,Engineering,"84,981","36,815",8.5,8.5,8.2,8.1,7.6,9.1,9.2
"Amity University, Noida ",Central,Uttar pradesh,Engineering,"3,11,000","1,40,000",8.2,8,7.9,8.1,8.9,7.6,8.7
Aligarh Muslim University ,Central,Uttar pradesh,Engineering,"2,69,445","4,30,970",8.3,8.8,7.9,8.5,8.8,7.2,8.6
MNNIT Allahabad ,Central,Uttar pradesh,Engineering,"84,666","1,18,000",8,8.4,7.3,7.8,7.1,8.9,8.2
Jaypee Institute of Information Technology University ,Central,Uttar pradesh,Engineering,"2,36,500","1,20,000",7.8,7.8,7.7,7.3,8.2,7.8,7.7
Indian Institute of Information Technology ,Central,Uttar pradesh,Engineering,"1,04,000","2,80,400",8.3,8.4,7.4,7.6,9,9.2,8.1
"Dayalbagh Educational Institute Faculty of Engineering, Agra ",Central,Uttar pradesh,Engineering,"51,300","26,500",8,8.3,7.1,8.5,8.1,8.2,8
Sharda University ,Central,Uttar pradesh,Engineering,"1,63,770","97,850",7.9,7.7,7.6,7.9,8.6,6.9,8.6
Galgotias University ,Central,Uttar pradesh,Engineering,"1,59,000","45,000",7.6,7.9,6.9,7.9,7.5,7.7,7.8
"Bennett University, Greater Noida ",Central,Uttar pradesh,Engineering,"3,50,000","60,000",8.6,8.5,7.9,8.8,9.2,8.3,8.6
Shiv Nadar University ,Central,Uttar pradesh,Engineering,"2,00,000","1,60,000",9,8.8,8.7,8.8,9.6,8.5,9.4
"Integral University, Lucknow ",Central,Uttar pradesh,Engineering,"1,40,000","80,000",7.4,7.6,7.3,7.4,8,6.5,7.4
J.S. University ,Central,Uttar pradesh,Engineering,"47,500","13,500",8.5,8.5,7.8,8.7,9,8.2,8.6
"GLA University, Mathura ",Central,Uttar pradesh,Engineering,"1,78,000","75,000",8.2,8.2,7.9,8.3,8.3,8.2,8.1
Institute of Engineering and Technology ,Central,Uttar pradesh,Engineering,"89,775","73,200",7.4,7.6,7.7,7,7.3,7,7.8
Sanskriti University ,Central,Uttar pradesh,Engineering,"1,15,000","45,000",7,7.2,6.7,7,7.5,6.9,6.8
"Monad University, Hapur ",Central,Uttar pradesh,Engineering,"1,51,000","35,500",8,7.6,7.4,8.5,8,8.2,8.1
Indian Institute of Information Technology ,Central,Uttar pradesh,Engineering,"2,18,700","2,18,700",7.8,7.6,7.2,7.4,6.8,9.4,8.1
"IFTM University, Moradabad ",Central,Uttar pradesh,Engineering,"1,07,000","75,000",7.8,7.9,7.5,8.1,8,6.8,8.3
"Shobhit University, Meerut ",Central,Uttar pradesh,Engineering,"1,11,200","1,22,400",7.8,8.4,7.3,7.8,8.3,7,7.9
"Glocal University, Saharanpur ",Central,Uttar pradesh,Engineering,"1,44,000","94,000",7.1,7.5,6.9,7,6.7,7.2,7.3
"Rama University, Kanpur ",Central,Uttar pradesh,Engineering,"90,000","75,000",6.7,6.6,6.1,7.3,6.5,6.6,7.1
Noida Institute of Engineering and Technology ,Central,Uttar pradesh,Engineering,"6,14,000","2,13,000",7.6,8.1,7.1,8,7.6,7.8,7.1
"ABES Engineering College, Ghaziabad ",Central,Uttar pradesh,Engineering,"1,43,700","1,30,000",7.9,8.1,7.2,8.1,8.2,7.8,8
Bundelkhand Institute of Engineering & Technology ,Central,Uttar pradesh,Engineering,"61,800","59,300",7.1,7.3,7,6.9,7.4,6.2,8
Harcourt Butler Technological University ,Central,Uttar pradesh,Engineering,"1,35,000","83,300",7.3,7.5,6.9,7.4,6.5,7.8,7.8
Rajiv Gandhi Institute of Petroleum Technology ,Central,Uttar pradesh,Engineering,"2,21,100","42,100",8.6,8.7,8.6,8.2,9.2,8.2,8.6
Indian Institute of Management ,Central,Uttar pradesh,Management,"19,25,000","7,50,000",8.8,8.8,8.8,9,8.9,9,8.2
"Industrial and Management Engineering, IIT Kanpur- [IME ",Central,Uttar pradesh,Management,"9,00,000","23,850",9.2,9.4,9.1,9.2,9.3,9.2,8.7
"Institute of Management Studies, Banaras Hindu University, ",Central,Uttar pradesh,Management,"85,000","15,000",8.5,8.5,8,8.8,8.2,8.3,9
Amity Global Business School ,Central,Uttar pradesh,Management,"2,70,000","4,00,000",8.5,8.6,7.4,8.8,9,8.4,8.7
Institute of Management Technology ,Central,Uttar pradesh,Management,"1,27,000","4,80,000",8.6,8.7,8.4,8.4,8.8,8.2,8.9
